Domain,Variable,Level,Value,Description,Data Type,Label,Role,Origin,Length,Significant Digit,Controlled Terminology,Category,Comments,Key Value
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""MSUBJNUM""}",,text,,,Derived,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""MSUBJNUM""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACE1""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACE1""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACE2""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACE2""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACE3""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACE3""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACE4""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACE4""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACE5""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACE5""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACEAIAN""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACEAIAN""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACEASIA""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACEASIA""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACEASN""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACEASN""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACEBKAA""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACEBKAA""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACENHPI""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACENHPI""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RACEWHTE""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RACEWHTE""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RFENDT""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RFENDT""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RFENDTM""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RFENDTM""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RFENDY""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RFENDY""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RFSTDT""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RFSTDT""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""RFSTDTM""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""RFSTDTM""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""SITENUM""}",,text,,,Derived,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""SITENUM""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""SUBJECTID""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""SUBJECTID""}"
SQAPDM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='APDM'"",""QNAM"":""VISITID""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='APDM'"",""QNAM"":""VISITID""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""AGSTDT""}",,text,,,CRF,200,0,,,,"SQAPDM.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""AGSTDT""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""AGSTDTM""}",,text,,,CRF,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""AGSTDTM""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""ELEMENT""}",,text,,,Derived,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""ELEMENT""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""ETCD""}",,text,,,Derived,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""ETCD""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""GCDSVER""}",,text,,,Derived,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""GCDSVER""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""REPNUM""}",,text,,,CRF,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""REPNUM""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""SOURCE""}",,text,,,Derived,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""SOURCE""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""SPDYRLEP""}",,text,,,Derived,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""SPDYRLEP""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""STDYRLEP""}",,text,,,Derived,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""STDYRLEP""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""SUBJID""}",,text,,,Derived,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""SUBJID""}"
SUPPAG,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='AG'"",""QNAM"":""VIALNUM""}",,text,,,CRF,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='AG'"",""QNAM"":""VIALNUM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""BESTRES""}",,text,,,CRF,200,0,,,,"SUPPAG.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""BESTRES""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""BESTRESP""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""BESTRESP""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""BRCMPRD""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""BRCMPRD""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""BRPRGDXD""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""BRPRGDXD""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""BSRSTRTD""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""BSRSTRTD""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMADSFRM""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMADSFRM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMAROUTE""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMAROUTE""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMBLNDFL""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMBLNDFL""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM""}",,text,,,Assigned,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM1""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM1""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM2""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM2""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM3""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM3""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM4""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM4""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM5""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMBRTRM5""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMCLAS1""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMCLAS1""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMCLAS2""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMCLAS2""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMCLAS3""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMCLAS3""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMCLSCD1""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMCLSCD1""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMCLSCD2""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMCLSCD2""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMCLSCD3""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMCLSCD3""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMCRPROG""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMCRPROG""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDCDOSU""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDCDOSU""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD1""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD1""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD2""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD2""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD3""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD3""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD4""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD4""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD5""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDECOD5""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDISRES""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDISRES""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG""}",,text,,,Assigned,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG1""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG1""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG2""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG2""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG3""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG3""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG4""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG4""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG5""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG5""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG6""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDRUG6""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDT""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDT""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDTM""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDTM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDURDD""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDURDD""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMDURDDU""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMDURDDU""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMENDT""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMENDT""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMENDTI""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMENDTI""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMENDTM""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMENDTM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMEVLINX""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMEVLINX""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMFRQTXT""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMFRQTXT""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMLNTHPY""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMLNTHPY""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMLOCTX""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMLOCTX""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMNAM""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMNAM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMNUMDOS""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMNUMDOS""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMRELAE""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMRELAE""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMRSDISC""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMRSDISC""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMRSNTX""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMRSNTX""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMSKNDTX""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMSKNDTX""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMSTDT""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMSTDT""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMSTDTI""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMSTDTI""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMSTDTM""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMSTDTM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMSYSTX""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMSYSTX""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMTOTCYC""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMTOTCYC""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMTOTDOS""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMTOTDOS""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMTXTYP1""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMTXTYP1""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMTXTYP2""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMTXTYP2""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMTXTYP3""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMTXTYP3""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMVACTX""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMVACTX""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMVDOSU""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMVDOSU""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMVDSFRM""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMVDSFRM""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMVFRQTX""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMVFRQTX""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CMVROUTE""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CMVROUTE""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CRDETAIL""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CRDETAIL""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""CYTOCRDT""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""CYTOCRDT""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""DIFRCRPD""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""DIFRCRPD""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""DIFRTCPD""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""DIFRTCPD""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""DISCFCRS""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""DISCFCRS""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""DISFRCRS""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""DISFRCRS""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""DSTAFLTH""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""DSTAFLTH""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""ELEMENT""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""ELEMENT""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""ENINMDT""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""ENINMDT""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""ENINMDTI""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""ENINMDTI""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""ETCD""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""ETCD""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""GCDSVER""}",,text,,,Derived,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""GCDSVER""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""INDCDOSU""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""INDCDOSU""}"
SUPPCM,QVAL,"QNAM,DOMAIN","{""DOMAIN"":""='CM'"",""QNAM"":""INDDOS""}",,text,,,CRF,200,0,,,,"SUPPCM.QVAL.{""DOMAIN"":""='CM'"",""QNAM"":""INDDOS""}"
